animal_id,created,note,session_id,is_deleted,is_alert
4586,2018-03-09 12:12:01.315,"New Tag: 15104A",279,0,0
4587,2018-03-09 12:12:32.517,"New Tag: 15104B",279,0,0
4588,2018-03-09 12:15:29.778,"New Tag: 14040A",279,0,0
4589,2018-03-09 12:23:14.806,"New Tag: 15130A",279,0,0
4590,2018-03-09 12:25:36.060,"New Tag: 15130B",279,0,0
4591,2018-03-09 12:28:16.009,"New Tag: 16126A",279,0,0
4592,2018-03-09 12:28:57.228,"New Tag: 16126B",279,0,0
4593,2018-03-09 12:33:49.653,"New Tag: 13086S",279,0,0
4594,2018-03-09 12:36:37.063,"New Tag: 15008S",279,0,0
4595,2018-03-09 13:13:15.218,"New Tag: 16013C",279,0,0
4596,2018-03-09 13:14:04.799,"New Tag: 16013D",279,0,0
4597,2018-03-09 13:15:14.546,"New Tag: 16013E",279,0,0
4598,2018-03-09 13:17:48.521,"New Tag: 16259A",279,0,0
4599,2018-03-09 13:18:45.300,"New Tag: 16259B",279,0,0
4600,2018-03-09 13:21:05.085,"New Tag: 14045A",279,0,0
4601,2018-03-09 13:21:47.676,"New Tag: 140455B",279,0,0
4602,2018-03-09 13:28:03.692,"New Tag: 12003A",279,0,0
4603,2018-03-09 13:28:47.588,"New Tag: 12003B",279,0,0
4602,2018-03-09 13:29:32.628,"Previous EID: 964001016062579",279,0,0
4602,2018-03-09 13:29:32.865,"New EID: 964001016062577",279,0,0
4604,2018-03-09 13:36:31.949,"New Tag: 16190A",279,0,0
4605,2018-03-09 13:37:07.873,"New Tag: 16190B",279,0,0
4606,2018-03-09 13:39:35.463,"New Tag: 16157S",279,0,0
4607,2018-03-09 13:43:18.921,"New Tag: 16181A",279,0,0
4608,2018-03-09 13:44:46.327,"New Tag: 16181B",279,0,0
4609,2018-03-09 13:48:17.198,"New Tag: 14116C",279,0,0
4610,2018-03-09 13:49:19.400,"New Tag: 14116D",279,0,0
4611,2018-03-09 13:49:55.947,"New Tag: 14116E",279,0,0
4612,2018-03-09 13:52:08.893,"New Tag: 16227A",279,0,0
4613,2018-03-09 13:52:44.230,"New Tag: 16227B",279,0,0
4614,2018-03-09 13:57:23.032,"New Tag: 16085C",279,0,0
4615,2018-03-09 13:57:57.422,"New Tag: 16085D",279,0,0
4616,2018-03-09 13:58:43.845,"New Tag: 16085E",279,0,0
4617,2018-03-09 14:09:04.610,"New Tag: 15174S",279,0,0
4618,2018-03-09 14:12:46.101,"New Tag: 16258A",279,0,0
4619,2018-03-09 14:15:34.022,"New Tag: 16258B",279,0,0
4620,2018-03-09 14:19:01.559,"New Tag: 15081S",279,0,0
4621,2018-03-09 14:23:27.053,"New Tag: 16239S",279,0,0
4622,2018-03-09 14:28:46.372,"New Tag: 15161A",279,0,0
4623,2018-03-09 14:29:27.716,"New Tag: 15161B",279,0,0
4624,2018-03-09 14:33:34.700,"New Tag: 16051A",279,0,0
4625,2018-03-09 14:38:55.675,"New Tag: 16051B",279,0,0
4626,2018-03-09 14:41:30.535,"New Tag: 16215S",279,0,0
4627,2018-03-09 14:55:02.626,"New Tag: 12057A",279,0,0
4628,2018-03-09 14:58:27.267,"New Tag: 12057B",279,0,0
4629,2018-03-09 15:03:38.931,"New Tag: 16140A",279,0,0
4630,2018-03-09 15:04:36.191,"New Tag: 16140B",279,0,0
4631,2018-03-09 15:12:43.235,"New Tag: 14040B",279,0,0
4632,2018-03-09 15:19:40.465,"New Tag: 12083A",279,0,0
4633,2018-03-09 15:27:22.274,"New Tag: 15042A",279,0,0
4634,2018-03-09 15:28:59.130,"New Tag: 15042B",279,0,0
4635,2018-03-09 15:32:27.097,"New Tag: 14110S",279,0,0
4636,2018-03-09 15:34:50.013,"New Tag: 15030A",279,0,0
4637,2018-03-09 15:35:55.552,"New Tag: 15030B",279,0,0
4638,2018-03-09 15:40:50.828,"New Tag: 15049A",279,0,0
4639,2018-03-09 15:41:33.947,"New Tag: 15049B",279,0,0
4640,2018-03-09 15:46:42.689,"New Tag: 14105A",279,0,0
4640,2018-03-09 15:47:28.182,"Previous EID: 964001017737339",279,0,0
4640,2018-03-09 15:47:28.406,"New EID: 964001017737340",279,0,0
4641,2018-03-09 15:47:58.613,"New Tag: 14105B",279,0,0
4642,2018-03-09 15:55:08.445,"New Tag: 14056S",279,0,0
4643,2018-03-09 15:57:18.324,"New Tag: 12083B",279,0,0
4644,2018-03-09 16:17:51.480,"New Tag: 13018C",279,0,0
4645,2018-03-09 16:19:50.785,"New Tag: 13018D",279,0,0
4646,2018-03-09 16:22:23.835,"New Tag: 13018E",279,0,0
4647,2018-03-09 16:26:29.775,"New Tag: 15021A",279,0,0
4648,2018-03-09 16:27:16.310,"New Tag: 15021B",279,0,0
4649,2018-03-09 16:30:18.857,"New Tag: 12077C",279,0,0
4650,2018-03-09 16:31:05.088,"New Tag: 12077D",279,0,0
4651,2018-03-09 16:32:09.653,"New Tag: 12077E",279,0,0
4652,2018-03-09 16:35:34.394,"New Tag: 16115A",279,0,0
4653,2018-03-09 16:36:14.249,"New Tag: 16115B",279,0,0
4654,2018-03-09 16:39:08.877,"New Tag: 11031A",279,0,0
4655,2018-03-09 16:39:49.030,"New Tag: 11031B",279,0,0
4656,2018-03-09 16:42:52.897,"New Tag: 13048A",279,0,0
4657,2018-03-09 16:43:59.896,"New Tag: 13048B",279,0,0
4658,2018-03-09 16:58:36.783,"New Tag: 14094A",279,0,0
4659,2018-03-09 17:00:56.339,"New Tag: 14094B",279,0,0
4660,2018-03-09 17:04:12.810,"New Tag: 16214A",279,0,0
4661,2018-03-09 17:04:56.807,"New Tag: 16214B",279,0,0
4662,2018-03-09 17:07:01.894,"New Tag: 14120A",279,0,0
4663,2018-03-09 17:07:47.129,"New Tag: 14120B",279,0,0
4664,2018-03-09 17:10:12.830,"New Tag: 16076A",279,0,0
4665,2018-03-09 17:10:52.053,"New Tag: 16076B",279,0,0
4666,2018-03-09 17:48:20.904,"New Tag: 15078A",279,0,0
4667,2018-03-09 17:49:01.533,"New Tag: 15078B",279,0,0
4668,2018-03-09 17:52:39.254,"New Tag: 15110A",279,0,0
4668,2018-03-09 17:52:43.539,"Previous EID: 964001017737292",279,0,0
4668,2018-03-09 17:52:43.773,"New EID: 964001017737291",279,0,0
4669,2018-03-09 17:53:40.588,"New Tag: 15110B",279,0,0
4670,2018-03-09 17:56:07.155,"New Tag: 10016A",279,0,0
4671,2018-03-09 17:56:53.970,"New Tag: 10016B",279,0,0
4672,2018-03-09 18:02:37.006,"New Tag: 16007A",279,0,0
4673,2018-03-09 18:03:32.640,"New Tag: 16007B",279,0,0
4674,2018-03-09 18:09:47.495,"New Tag: 16016A",279,0,0
4675,2018-03-09 18:10:23.731,"New Tag: 16016B",279,0,0
4676,2018-03-09 18:14:16.856,"New Tag: 14030C",279,0,0
4677,2018-03-09 18:14:55.353,"New Tag: 14030D",279,0,0
4678,2018-03-09 18:15:36.857,"New Tag: 14030E",279,0,0
4679,2018-03-09 18:18:46.969,"New Tag: 12043A",279,0,0
4680,2018-03-09 18:19:24.101,"New Tag: 12043B",279,0,0
4681,2018-03-09 18:26:22.220,"New Tag: 14068A",279,0,0
4682,2018-03-09 18:27:02.600,"New Tag: 14068B",279,0,0
4683,2018-03-09 22:05:32.831,"New Tag: 11048C",279,0,0
4685,2018-03-09 22:07:25.130,"New EID: 964001017737282",279,0,0
4686,2018-03-09 22:09:48.505,"New Tag: 11048D",279,0,0
4687,2018-03-09 22:13:57.629,"New Tag: 14067D",279,0,0
4688,2018-03-09 22:15:37.014,"New Tag: 14067E",279,0,0
4692,2018-03-09 22:21:23.593,"New EID: 964001017737277",279,0,0
4693,2018-03-09 22:22:28.611,"New Tag: 15103B",279,0,0
4694,2018-03-09 22:27:55.994,"New Tag: 12055BG",279,0,0
4695,2018-03-09 22:30:08.541,"New Tag: 12055A",279,0,0
4696,2018-03-10 09:04:45.278,"New Tag: 16122A",280,0,0
4697,2018-03-10 09:13:47.050,"New Tag: 16122B",280,0,0
4698,2018-03-10 09:28:53.170,"New Tag: 16171S",280,0,0
4699,2018-03-10 09:40:04.367,"New Tag: 16094C",280,0,0
4700,2018-03-10 09:49:45.413,"New Tag: 16094D",280,0,0
4701,2018-03-10 09:53:49.069,"New Tag: 16094E",280,0,0
4702,2018-03-10 09:59:26.390,"New Tag: 14093A",280,0,0
4702,2018-03-10 10:01:12.518,"Previous Tag: 14093A",280,0,0
4702,2018-03-10 10:01:12.868,"New Tag: 14093B",280,0,0
4703,2018-03-10 10:11:10.465,"New Tag: 14093A",280,0,0
4704,2018-03-10 10:16:45.260,"New Tag: 16019A",280,0,0
4705,2018-03-10 10:18:25.347,"New Tag: 16019B",280,0,0
4706,2018-03-10 10:25:14.041,"New Tag: 12125A",280,0,0
4707,2018-03-10 10:26:57.346,"New Tag: 12125B",280,0,0
4708,2018-03-10 10:30:18.569,"New Tag: 16019C",280,0,0
4709,2018-03-10 10:32:34.191,"New Tag: 14130A",280,0,0
4710,2018-03-10 10:35:22.024,"New Tag: 14130B",280,0,0
4711,2018-03-10 10:38:39.672,"New Tag: 16171B",280,0,0
4712,2018-03-10 10:42:28.148,"New Tag: 16052S",280,0,0
4713,2018-03-10 10:50:47.766,"New Tag: 15053S",280,0,0
4714,2018-03-10 10:53:18.779,"New Tag: 14050A",280,0,0
4715,2018-03-10 10:54:11.808,"New Tag: 14050B",280,0,0
4716,2018-03-10 10:56:17.365,"New Tag: 16065S",280,0,0
4717,2018-03-10 10:58:08.695,"New Tag: 13032S",280,0,0
4718,2018-03-10 10:59:50.912,"New Tag: 16169S",280,0,0
4719,2018-03-10 11:04:04.421,"New Tag: 15149S",280,0,0
4720,2018-03-10 11:05:52.320,"New Tag: 12042A",280,0,0
4721,2018-03-10 11:06:23.737,"New Tag: 12042B",280,0,0
4722,2018-03-10 11:19:09.349,"New Tag: 14101A",280,0,0
4723,2018-03-10 11:20:09.151,"New Tag: 14101B",280,0,0
4724,2018-03-10 11:24:12.322,"New Tag: 14109C",280,0,0
4725,2018-03-10 11:25:50.416,"New Tag: 14109D",280,0,0
4726,2018-03-10 11:27:25.569,"New Tag: 14109E",280,0,0
4727,2018-03-10 11:30:54.288,"New Tag: 16082A",280,0,0
4728,2018-03-10 11:32:55.550,"New Tag: 16082B",280,0,0
4729,2018-03-10 11:36:06.704,"New Tag: 14062A",280,0,0
4730,2018-03-10 11:36:47.403,"New Tag: 14062B",280,0,0
4731,2018-03-10 11:44:19.777,"New Tag: 16075S",280,0,0
4732,2018-03-10 11:49:19.297,"New Tag: 16080A",280,0,0
4733,2018-03-10 11:50:23.630,"New Tag: 16080B",280,0,0
4734,2018-03-10 12:00:40.086,"New Tag: 9003A",280,0,0
4735,2018-03-10 12:02:18.166,"New Tag: 9003B",280,0,0
4736,2018-03-10 12:06:13.018,"New Tag: 16236A",280,0,0
4737,2018-03-10 12:07:11.120,"New Tag: 16236B",280,0,0
4738,2018-03-10 12:10:02.952,"New Tag: 16216A",280,0,0
4739,2018-03-10 12:10:39.173,"New Tag: 16216B",280,0,0
4740,2018-03-10 12:13:39.235,"New Tag: 16147S",280,0,0
4741,2018-03-10 12:16:45.831,"New Tag: 15038A",280,0,0
4742,2018-03-10 12:17:23.316,"New Tag: 15038B",280,0,0
4743,2018-03-10 12:20:56.582,"New Tag: 16043A",280,0,0
4744,2018-03-10 12:22:01.231,"New Tag: 16043B",280,0,0
4745,2018-03-10 12:24:30.785,"New Tag: 12064A",280,0,0
4746,2018-03-10 12:25:11.798,"New Tag: 12064B",280,0,0
4747,2018-03-10 12:27:39.700,"New Tag: 14074A",280,0,0
4748,2018-03-10 12:28:21.677,"New Tag: 14074B",280,0,0
4749,2018-03-10 12:31:29.966,"New Tag: 14112C",280,0,0
4750,2018-03-10 12:33:00.027,"New Tag: 14112D",280,0,0
4750,2018-03-10 12:33:38.022,"Previous EID: 964001017737164",280,0,0
4750,2018-03-10 12:33:38.359,"New EID: 964001017737163",280,0,0
4751,2018-03-10 12:34:02.176,"New Tag: 14112E",280,0,0
4752,2018-03-10 12:35:55.983,"New Tag: 16205A",280,0,0
4753,2018-03-10 12:36:32.777,"New Tag: 16205B",280,0,0
4754,2018-03-10 12:41:21.871,"New Tag: 16155A",280,0,0
4755,2018-03-10 12:42:06.412,"New Tag: 16155B",280,0,0
4756,2018-03-10 12:47:16.566,"New Tag: 12096A",280,0,0
4757,2018-03-10 12:51:03.694,"New Tag: 12096B",280,0,0
4758,2018-03-10 12:52:41.389,"New Tag: 16087C",280,0,0
4759,2018-03-10 12:53:28.844,"New Tag: 16087D",280,0,0
4760,2018-03-10 12:54:11.306,"New Tag: 16087E",280,0,0
4761,2018-03-10 13:00:07.559,"New Tag: 16107S",280,0,0
4762,2018-03-10 13:03:43.948,"New Tag: 16118A",280,0,0
4763,2018-03-10 13:04:54.139,"New Tag: 16118B",280,0,0
4764,2018-03-10 13:06:46.841,"New Tag: 13058C",280,0,0
4765,2018-03-10 13:07:36.497,"New Tag: 13058D",280,0,0
4766,2018-03-10 13:08:44.357,"New Tag: 13058E",280,0,0
4767,2018-03-10 13:12:13.358,"New Tag: 16111A",280,0,0
4768,2018-03-10 13:13:02.650,"New Tag: 16111B",280,0,0
4769,2018-03-10 13:17:10.093,"New Tag: 14058A",280,0,0
4770,2018-03-10 13:18:19.069,"New Tag: 14058B",280,0,0
4771,2018-03-10 13:21:04.901,"New Tag: 16266A",280,0,0
4772,2018-03-10 13:21:42.733,"New Tag: 16266B",280,0,0
4773,2018-03-10 13:23:41.878,"New Tag: 15011C",280,0,0
4774,2018-03-10 13:24:24.916,"New Tag: 15011D",280,0,0
4775,2018-03-10 13:25:29.509,"New Tag: 15011E",280,0,0
4776,2018-03-10 13:36:42.406,"New Tag: 12016C",280,0,0
4777,2018-03-10 13:37:21.670,"New Tag: 12016D",280,0,0
4778,2018-03-10 13:38:14.765,"New Tag: 12016E",280,0,0
4779,2018-03-10 13:40:25.977,"New Tag: 15087A",280,0,0
4780,2018-03-10 13:41:05.459,"New Tag: 15087B",280,0,0
4781,2018-03-10 13:45:44.877,"New Tag: 13071A",280,0,0
4782,2018-03-10 13:47:01.539,"New Tag: 13071B",280,0,0
4783,2018-03-10 13:53:24.970,"New Tag: 14136A",280,0,0
4784,2018-03-10 13:54:32.592,"New Tag: 14136B",280,0,0
4785,2018-03-10 14:00:40.683,"New Tag: 14125A",280,0,0
4786,2018-03-10 14:01:22.819,"New Tag: 14125B",280,0,0
4787,2018-03-10 14:03:30.595,"New Tag: 15142A",280,0,0
4788,2018-03-10 14:04:17.596,"New Tag: 15142B",280,0,0
4789,2018-03-10 14:06:56.167,"New Tag: 16150A",280,0,0
4790,2018-03-10 14:08:09.256,"New Tag: 16150B",280,0,0
4791,2018-03-10 14:09:55.253,"New Tag: 16187S",280,0,0
4792,2018-03-10 14:12:10.905,"New Tag: 13016A",280,0,0
4793,2018-03-10 14:12:54.527,"New Tag: 13016B",280,0,0
4794,2018-03-10 14:17:52.498,"New Tag: 16050A",280,0,0
4795,2018-03-10 14:18:37.852,"New Tag: 16050B",280,0,0
4796,2018-03-10 14:22:26.677,"New Tag: 14011A",280,0,0
4797,2018-03-10 14:23:10.040,"New Tag: 14011B",280,0,0
4798,2018-03-10 14:25:21.228,"New Tag: 12027A",280,0,0
4799,2018-03-10 14:26:08.755,"New Tag: 12027B",280,0,0
4800,2018-03-10 14:28:45.664,"New Tag: 16113A",280,0,0
4801,2018-03-10 14:29:32.904,"New Tag: 16113B",280,0,0
4802,2018-03-10 14:31:37.015,"New Tag: 16177S",280,0,0
4803,2018-03-10 14:36:53.369,"New Tag: 9010S",280,0,0
4804,2018-03-10 15:00:39.860,"New Tag: 16138S",280,0,0
4805,2018-03-10 15:06:02.472,"New Tag: 14046A",280,0,0
4806,2018-03-10 15:06:49.113,"New Tag: 14046B",280,0,0
4807,2018-03-10 15:10:32.729,"New Tag: 15012C",280,0,0
4808,2018-03-10 15:12:27.854,"New Tag: 15012D",280,0,0
4809,2018-03-10 15:13:05.144,"New Tag: 15012E",280,0,0
4810,2018-03-10 15:15:29.088,"New Tag: 14009B",280,0,0
4810,2018-03-10 15:15:39.441,"Previous Tag: 14009B",280,0,0
4810,2018-03-10 15:15:39.679,"New Tag: 14009A",280,0,0
4811,2018-03-10 15:16:07.355,"New Tag: 14009B",280,0,0
4812,2018-03-10 15:18:03.231,"New Tag: 13003A",280,0,0
4813,2018-03-10 15:19:09.124,"New Tag: 13003B",280,0,0
4814,2018-03-10 15:20:58.494,"New Tag: 13047A",280,0,0
4815,2018-03-10 15:21:40.293,"New Tag: 13047B",280,0,0
4816,2018-03-10 15:23:48.291,"New Tag: 14012A",280,0,0
4817,2018-03-10 15:24:33.085,"New Tag: 14012B",280,0,0
4818,2018-03-10 15:30:34.581,"New Tag: 13039",280,0,0
4818,2018-03-10 15:30:39.683,"Previous Tag: 13039",280,0,0
4818,2018-03-10 15:30:39.990,"New Tag: 13039A",280,0,0
4819,2018-03-10 15:31:21.288,"New Tag: 13039B",280,0,0
4820,2018-03-10 15:34:13.799,"New Tag: 16175A",280,0,0
4821,2018-03-10 15:35:14.672,"New Tag: 16175B",280,0,0
4822,2018-03-10 15:37:48.553,"New Tag: 16103A",280,0,0
4823,2018-03-10 15:38:43.902,"New Tag: 16103B",280,0,0
4824,2018-03-10 15:40:41.456,"New Tag: 14051S",280,0,0
4825,2018-03-10 15:43:25.596,"New Tag: 16055A",280,0,0
4826,2018-03-10 15:44:09.590,"New Tag: 16055B",280,0,0
4827,2018-03-10 15:47:23.480,"New Tag: 16172A",280,0,0
4827,2018-03-10 15:47:27.919,"Previous Tag: 16172A",280,0,0
4827,2018-03-10 15:47:28.163,"New Tag: 16172B",280,0,0
4828,2018-03-10 15:48:14.831,"New Tag: 16172A",280,0,0
4829,2018-03-10 15:51:11.340,"New Tag: 16224B",280,0,0
4830,2018-03-10 15:51:50.850,"New Tag: 16224A",280,0,0
4831,2018-03-10 15:54:48.334,"New Tag: 14097C",280,0,0
4832,2018-03-10 15:56:33.874,"New Tag: 14097D",280,0,0
4833,2018-03-10 15:57:16.419,"New Tag: 14097E",280,0,0
4834,2018-03-10 16:01:38.031,"New Tag: 16025A",280,0,0
4835,2018-03-10 16:02:48.698,"New Tag: 16025B",280,0,0
4836,2018-03-10 16:04:36.138,"New Tag: 16028A",280,0,0
4837,2018-03-10 16:07:50.097,"New Tag: 16028B",280,0,0
4838,2018-03-10 16:12:14.637,"New Tag: 16031A",280,0,0
4839,2018-03-10 16:13:08.608,"New Tag: 16031B",280,0,0
4840,2018-03-10 16:14:44.531,"New Tag: 16018A",280,0,0
4841,2018-03-10 16:15:23.814,"New Tag: 16018B",280,0,0
4842,2018-03-10 16:17:34.271,"New Tag: 16153B",280,0,0
4843,2018-03-10 16:18:12.363,"New Tag: 16153A",280,0,0
4844,2018-03-10 16:20:03.144,"New Tag: 15074A",280,0,0
4845,2018-03-10 16:21:50.699,"New Tag: 15074B",280,0,0
4846,2018-03-10 16:23:52.219,"New Tag: 15080A",280,0,0
4847,2018-03-10 16:24:27.721,"New Tag: 15080B",280,0,0
4848,2018-03-10 16:44:28.969,"New Tag: 16144S",280,0,0
4849,2018-03-10 16:46:26.511,"New Tag: 15009A",280,0,0
4850,2018-03-10 16:47:21.212,"New Tag: 15009B",280,0,0
4851,2018-03-10 16:51:02.228,"New Tag: 13005A",280,0,0
4852,2018-03-10 16:51:36.540,"New Tag: 13005B",280,0,0
4853,2018-03-10 16:57:43.362,"New Tag: 14025B",280,0,0
4854,2018-03-10 16:58:43.752,"New Tag: 14025A",280,0,0
4855,2018-03-10 17:02:08.038,"New Tag: 16233A",280,0,0
4856,2018-03-10 17:02:44.926,"New Tag: 16233B",280,0,0
4857,2018-03-10 17:06:14.758,"New Tag: 13050C",280,0,0
4858,2018-03-10 17:07:09.708,"New Tag: 13050D",280,0,0
4859,2018-03-10 17:07:52.587,"New Tag: 13050E",280,0,0
4860,2018-03-10 17:11:17.679,"New Tag: 15015S",280,0,0
4861,2018-03-10 18:16:08.042,"New Tag: 13052A",280,0,0
4862,2018-03-10 18:17:01.970,"New Tag: 13052B",280,0,0
4863,2018-03-10 18:19:48.375,"New Tag: 16143S",280,0,0
4864,2018-03-10 18:21:28.977,"New Tag: 14122A",280,0,0
4865,2018-03-10 18:22:04.407,"New Tag: 14122B",280,0,0
4866,2018-03-10 18:23:37.856,"New Tag: 15006A",280,0,0
4867,2018-03-10 18:24:12.200,"New Tag: 15006B",280,0,0
4868,2018-03-10 18:25:49.071,"New Tag: 14071A",280,0,0
4869,2018-03-10 18:26:50.229,"New Tag: 14071B",280,0,0
4870,2018-03-10 18:28:26.504,"New Tag: 15121S",280,0,0
4871,2018-03-10 18:57:11.114,"New Tag: 15085A",280,0,0
4872,2018-03-10 18:57:50.389,"New Tag: 15085B",280,0,0
4873,2018-03-10 19:07:54.835,"New Tag: 15109A",280,0,0
4874,2018-03-10 19:08:37.498,"New Tag: 15109B",280,0,0
4875,2018-03-10 19:11:47.350,"New Tag: 12018A",280,0,0
4876,2018-03-10 19:12:34.024,"New Tag: 12018B",280,0,0
4877,2018-03-11 09:50:01.941,"New Tag: 15129A",281,0,0
4878,2018-03-11 09:50:58.802,"New Tag: 15129B",281,0,0
4879,2018-03-11 09:53:57.236,"New Tag: 16200A",281,0,0
4880,2018-03-11 09:55:15.166,"New Tag: 16200B",281,0,0
4881,2018-03-11 09:58:03.519,"New Tag: 16217A",281,0,0
4882,2018-03-11 09:59:07.630,"New Tag: 16217B",281,0,0
4883,2018-03-11 10:12:07.335,"New Tag: 13009A",281,0,0
4884,2018-03-11 10:17:08.838,"New Tag: 16045A",281,0,0
4885,2018-03-11 10:18:12.634,"New Tag: 16045B",281,0,0
4886,2018-03-11 10:20:59.339,"New Tag: 14073C",281,0,0
4887,2018-03-11 10:22:02.454,"New Tag: 14073D",281,0,0
4888,2018-03-11 10:22:35.680,"New Tag: 14073E",281,0,0
4889,2018-03-11 10:24:30.840,"New Tag: 16110A",281,0,0
4890,2018-03-11 10:25:01.477,"New Tag: 16110B",281,0,0
4891,2018-03-11 10:26:37.849,"New Tag: 16194A",281,0,0
4892,2018-03-11 10:27:07.438,"New Tag: 16194B",281,0,0
4893,2018-03-11 10:30:24.896,"New Tag: 13057A",281,0,0
4894,2018-03-11 10:30:56.023,"New Tag: 13057B",281,0,0
4895,2018-03-11 10:32:40.251,"New Tag: 13044A",281,0,0
4896,2018-03-11 10:33:34.760,"New Tag: 13044B",281,0,0
4897,2018-03-11 10:35:18.516,"New Tag: 14007S",281,0,0
4898,2018-03-11 10:37:33.847,"New Tag: 12048A",281,0,0
4899,2018-03-11 10:39:08.771,"New Tag: 12048B",281,0,0
4900,2018-03-11 10:40:51.231,"New Tag: 15010A",281,0,0
4901,2018-03-11 10:41:34.107,"New Tag: 15010B",281,0,0
4902,2018-03-11 10:44:57.577,"New Tag: 14063S",281,0,0
4903,2018-03-11 10:46:49.391,"New Tag: 16203S",281,0,0
4904,2018-03-11 10:48:29.105,"New Tag: 15118A",281,0,0
4905,2018-03-11 10:49:17.547,"New Tag: 15118B",281,0,0
4906,2018-03-11 10:51:08.033,"New Tag: 15170A",281,0,0
4907,2018-03-11 10:51:39.048,"New Tag: 15170B",281,0,0
4908,2018-03-11 10:53:39.187,"New Tag: 16260A",281,0,0
4909,2018-03-11 10:54:23.647,"New Tag: 16260B",281,0,0
4910,2018-03-11 10:56:39.980,"New Tag: 16003A",281,0,0
4911,2018-03-11 10:57:25.865,"New Tag: 16003B",281,0,0
4912,2018-03-11 11:00:26.534,"New Tag: 16059S",281,0,0
4913,2018-03-11 11:01:47.244,"New Tag: 16125A",281,0,0
4914,2018-03-11 11:02:32.987,"New Tag: 16125B",281,0,0
4915,2018-03-11 11:04:50.643,"New Tag: 16220S",281,0,0
4916,2018-03-11 11:07:09.653,"New Tag: 13085A",281,0,0
4917,2018-03-11 11:08:00.890,"New Tag: 13085B",281,0,0
4918,2018-03-11 11:09:43.454,"New Tag: 12085A",281,0,0
4919,2018-03-11 11:10:32.987,"New Tag: 12085B",281,0,0
4920,2018-03-11 11:13:30.834,"New Tag: 15165A",281,0,0
4921,2018-03-11 11:14:11.170,"New Tag: 15165B",281,0,0
4922,2018-03-11 11:15:25.815,"New Tag: 16097S",281,0,0
4923,2018-03-11 11:19:14.677,"New Tag: 13061A",281,0,0
4924,2018-03-11 11:19:57.232,"New Tag: 13061B",281,0,0
4925,2018-03-11 11:22:23.407,"New Tag: 16208S",281,0,0
4926,2018-03-11 11:23:59.206,"New Tag: 16136A",281,0,0
4927,2018-03-11 11:24:47.722,"New Tag: 16136B",281,0,0
4928,2018-03-11 11:26:38.857,"New Tag: 14057A",281,0,0
4929,2018-03-11 11:27:58.850,"New Tag: 14057B",281,0,0
4930,2018-03-11 11:32:27.523,"New Tag: 16137A",281,0,0
4931,2018-03-11 11:33:14.619,"New Tag: 16137B",281,0,0
4932,2018-03-11 11:40:04.621,"New Tag: 16251A",281,0,0
4933,2018-03-11 11:40:46.589,"New Tag: 16251B",281,0,0
4934,2018-03-11 11:42:02.433,"New Tag: 15137A",281,0,0
4935,2018-03-11 11:42:47.172,"New Tag: 15137B",281,0,0
4936,2018-03-11 11:44:38.836,"New Tag: 16058A",281,0,0
4937,2018-03-11 11:45:29.216,"New Tag: 16057B",281,0,0
4937,2018-03-11 11:46:00.264,"Previous Tag: 16057B",281,0,0
4937,2018-03-11 11:46:00.606,"New Tag: 16058B",281,0,0
4938,2018-03-11 11:47:48.382,"New Tag: 13026A",281,0,0
4939,2018-03-11 11:48:49.304,"New Tag: 13026B",281,0,0
4940,2018-03-11 11:51:32.274,"New Tag: 14083C",281,0,0
4941,2018-03-11 11:52:21.444,"New Tag: 14083D",281,0,0
4942,2018-03-11 11:53:06.228,"New Tag: 14083E",281,0,0
4943,2018-03-11 11:55:12.985,"New Tag: 9007C",281,0,0
4944,2018-03-11 11:55:42.012,"New Tag: 9007D",281,0,0
2467,2018-03-11 12:00:08.382,"Previous EID: 964001009987007",281,0,0
2467,2018-03-11 12:00:08.762,"New EID: 964001017737353",281,0,0
4945,2018-03-11 12:01:27.084,"New Tag: 14123A",281,0,0
4946,2018-03-11 12:02:27.800,"New Tag: 14123B",281,0,0
4947,2018-03-11 12:07:39.880,"New Tag: 16206S",281,0,0
4948,2018-03-11 12:10:13.421,"New Tag: 12078A",281,0,0
4949,2018-03-11 12:10:58.525,"New Tag: 12078B",281,0,0
4950,2018-03-11 12:13:36.260,"New Tag: 14135A",281,0,0
4951,2018-03-11 12:14:14.677,"New Tag: 14135B",281,0,0
4952,2018-03-11 12:16:23.900,"New Tag: 15135C",281,0,0
4953,2018-03-11 12:17:09.821,"New Tag: 15135D",281,0,0
4954,2018-03-11 12:17:57.477,"New Tag: 15135E",281,0,0
4955,2018-03-11 12:19:18.712,"New Tag: 15117A",281,0,0
4956,2018-03-11 12:19:52.629,"New Tag: 15117B",281,0,0
4957,2018-03-11 12:21:45.347,"New Tag: 14033A",281,0,0
4958,2018-03-11 12:22:44.431,"New Tag: 14033B",281,0,0
4959,2018-03-11 12:23:55.833,"New Tag: 15059S",281,0,0
4960,2018-03-11 12:25:18.500,"New Tag: 16114A",281,0,0
4961,2018-03-11 12:26:06.187,"New Tag: 16114B",281,0,0
4962,2018-03-11 12:27:40.209,"New Tag: 16248S",281,0,0
4963,2018-03-11 12:29:40.675,"New Tag: 14107B",281,0,0
4964,2018-03-11 12:30:23.211,"New Tag: 14107A",281,0,0
4965,2018-03-11 12:33:50.318,"New Tag: 16154A",281,0,0
4966,2018-03-11 12:34:37.371,"New Tag: 16154B",281,0,0
4967,2018-03-11 12:36:29.538,"New Tag: 14020A",281,0,0
